Item Number – 8 digit,NDC Number,Size Qty,Retail Pack Quantity,AWP Price,Acquisition Price,Retail Price,WAC Price,Contract Flag,Generic Name,Form,Name,Size,%,MCG,M,IU,MEQ,UN,HR,MMOL,BP,CAL,USP,MU,Total_MG,Total_ML,Total_MM
10236605,69584061210,100     ,1,7260,1150,0,1245,N,methocarbamol,ORAL TABLET 750,METHOCARBAMOL,750 MG TAB 100,,,,,,,,,,,,,750.0,,
10060842,00338113003,24X500  ,1,155878,47978,0,129898,C,parenteral amino acid 10% no.7,,PREMASOL,10 % SOL 24X500 ML,10.0,,,,,,,,,,,,,500.0,
10236611,50580059802,24      ,1,730,669,1004,608,N,phenylephrine,HCl/acetaminophn,TYLENOL SINUS/HEADACHE DAY CAP,,,,,,,,,,,,,,,,
10236621,50580072696,5       ,1,682,625,938,568,N,cetirizine,HCl ORAL TABLET 10,ZYRTEC ALLERGY TAB,5CT,,,,,,,,,,,,,,,
10236622,50580040226,24      ,1,0,669,1004,608,N,phenylephrine/,DM/acetaminop/GG,TYLENOL COLD /FLU SEVERE CAPLE,,,,,,,,,,,,,,,,
10236623,50580072697,14      ,1,1454,1334,2001,1212,N,cetirizine,HCl ORAL TABLET 10,ZYRTEC ALLERGY TABLET,14CT,,,,,,,,,,,,,,,
10236606,60687052321,30      ,1,169800,51201,0,141500,C,posaconazole,ORAL TABLET DR 10,POSACONAZOLE,100 MG DR TAB 30,,,,,,,,,,,,,100.0,,
10236592,00378309785,28      ,1,1694440,70455,0,167866,C,everolimus,ORAL TABLET 5 MG,EVEROLIMUS,5 MG TAB 28 (4X7),,,,,,,,,,,,,5.0,,
10236593,00378309885,28      ,1,1694440,131166,0,167866,C,everolimus,ORAL TABLET 7.5 MG,EVEROLIMUS,7.5 MG TAB 28 (4X7),,,,,,,,,,,,,7.5,,
10236670,53489038601,100     ,1,5878,1953,0,2115,N,minoxidil,ORAL TABLET 2.5 MG,MINOXIDIL,2.5 MG TAB 100,,,,,,,,,,,,,2.5,,
10236671,42571014726,10      ,1,12200,841,0,5000,C,dorzolamide,HCl/timolol maleat,DORZOLAMIDE-TIMOLOL,22.3-6.8MG,,,,,,,,,,,,,6.8,,
10236672,11534016616,15      ,1,1581,822,0,1250,C,sodium polystyrene sulfonate,O,SODIUM POLYSTYRENE SULF PWD,15,,,,,,,,,,,,,,,
10060861,00299384902,59      ,1,55748,42894,0,46457,N,clobetasol propionate,TOPICAL,CLOBEX,0.05 % SPY (2OZ) 59 ML,0.05,,,,,,,,,,,,56699.0,59.0,
10236616,38779056101,10      ,1,206625,15120,0,15120,N,clonidine,HCl MISCELL POWDER,CLONIDINE HCL PWD USP,10 GM DS,,,,,,,,,,,,,10000.0,,
10060866,64679092502,100     ,1,19439,4577,0,4957,N,enalapril maleate,ORAL TABLET,ENALAPRIL MAL,10 MG TAB 100,,,,,,,,,,,,,10.0,,
10236628,38779056104,25      ,1,516563,31230,0,31230,N,clonidine,HCl MISCELL POWDER,CLONIDINE HCL PWD USP,25 GM DS,,,,,,,,,,,,,25000.0,,
10236608,65862064169,6       ,1,4670,107,0,441,C,azithromycin,ORAL TABLET 250 M,AZITHROMYCIN,250 MG TAB 6 (1X6,,,,,,,,,,,,,250.0,,
10236631,46122066062,24      ,1,839,106,159,96,N,phenylephrine/acetaminophn/cpm,,GNP ALLERGY MULTI SYMPTOM ADUL,,,,,,,,,,,,,,,,
10236632,46122065862,24      ,1,819,101,152,91,N,phenylephrine,HCl/acetaminophn,GNP SINUS +HEADACHE DAYTIME CA,,,,,,,,,,,,,,,,
10236629,80681009700,100     ,1,319,218,327,266,C,thiamine,HCl ORAL TABLET 50 MG,VITAMIN B-,1 50 MG TAB 100,,,,,,,,,,,,,50.0,,
10236700,80681011701,120     ,1,2362,1376,2064,1968,C,glucosamine,HCl/chondroitin su,GLUCOSAMINE-CHONDR,1500-1200MG,,,,,,,,,,,,,1200.0,,
10236701,80681007400,100     ,1,215,115,173,179,C,folic acid,ORAL TABLET 0.8 MG,FOLIC ACID,800 MCG TAB 100,,800.0,,,,,,,,,,,,,
10236691,00074101756,56      ,1,131879,101470,0,109899,N,elagolix/estradiol/norethindrn,,ORIAHNN,300-1-0.5 MG CAP 56 (4,,,,,,,,,,,,,0.5,,
10236599,70121138808,20X50   ,1,107400,82636,0,89500,N,dexmedetomidine in 0.9 %,NaCl,DEXMEDETOMIDINE-NACL,200 MCG B,,200.0,,,,,,,,,,,,,
10236633,70121138907,10X100  ,1,98400,20567,0,82000,C,dexmedetomidine in 0.9 %,NaCl,DEXMEDETOMIDINE-NACL,400MCG BT,,400.0,,,,,,,,,,,,,
10236681,68180072305,100     ,1,15754,2309,0,2500,N,cefdinir,ORAL SUSP RECON 250 M,CEFDINIR,250 MG-5 ML SUS 100 M,,,,,,,,,,,,,250.0,5.0,
10236679,68180072304,60      ,1,9948,1847,0,2000,N,cefdinir,ORAL SUSP RECON 250 M,CEFDINIR,250 MG-5ML SUS 60 ML,,,,,,,,,,,,,250.0,5.0,
10060880,64679092503,1000    ,1,194390,43481,0,47093,N,enalapril maleate,ORAL TABLET,ENALAPRIL MAL,10 MG TAB 1000,,,,,,,,,,,,,10.0,,
10236714,42806040021,21      ,1,3464,297,0,321,N,methylprednisolone,ORAL TAB DS,METHYLPREDNISOLONE,4 MG TAB 21,,,,,,,,,,,,,4.0,,
10236703,65162099308,8       ,1,14402,6699,0,7255,N,estradiol,TRANSDERM PATCH TDSW,DOTTI,0.05MG/DAY PAT 8,,,,,,,,,,,,,0.05,,
10236635,65162099708,8       ,1,14423,6709,0,7266,N,estradiol,TRANSDERM PATCH TDSW,DOTTI,0.1MG/DAY PAT 8,,,,,,,,,,,,,0.1,,
10236636,72205005401,        ,1,32125,2309,0,2500,N,fosaprepitant dimeglumine,INTR,FOSAPREPITANT,150 MG SDV,,,,,,,,,,,,,150.0,,
10236637,65162099508,8       ,1,14418,6706,0,7263,N,estradiol,TRANSDERM PATCH TDSW,DOTTI,0.075MG/DAY PAT 8,,,,,,,,,,,,,0.075,,
10236694,65162099208,8       ,1,14391,6694,0,7250,N,estradiol,TRANSDERM PATCH TDSW,DOTTI,0.0375MG-24 HR PAT 8,,,,,,,24.0,,,,,,0.0375,,
10236654,72266016010,10      ,1,39348,30276,0,32790,N,ziprasidone mesylate,INTRAMUSC,ZIPRASIDONE MESYLATE,20MG-ML S,,,,,,,,,,,,,20.0,,
10236649,11845017199,90      ,1,1169,770,1155,700,N,peppermint oil,ORAL CAPSULE DR,PEPPERMINT OIL,50MG SOFTGELS 9,,,,,,,,,,,,,50.0,,
10236664,38779097708,500     ,1,908200,33480,0,33480,N,aloe vera,MISCELL POWDER,ALOE VERA PWD,200:1 FREZE DRIE,,,,,,,,,,,,,,,
10236665,72611078502,        ,1,154787,119096,0,128989,N,temsirolimus,INTRAVEN VIAL FDN,TEMSIROLIMUS,25 MG-ML SDV KIT,,,,,,,,,,,,,25.0,,
10236638,11527070442,100     ,1,1580,1083,0,1317,C,sodium fluoride/potassium nit ,,SODIUM FLOURIDE,5000 PPM SENS,,,,,,,,,,,,,,,
10236655,11527073044,100     ,1,1580,1008,0,1317,C,fluoride (sodium),DENTAL PASTE,SODIUM FLOURIDE FRUIT,5000PPM,,,,,,,,,,,,,,,
10236656,11527075043,100     ,1,1580,1008,0,1317,C,fluoride (sodium),DENTAL PASTE,SODIUM FLOURIDE SPRMNT,5000PPM,,,,,,,,,,,,,,,
10236696,42571010301,100     ,1,12290,965,0,2228,C,glimepiride,ORAL TABLET 4 MG,GLIMEPIRIDE,4 MG TAB 100,,,,,,,,,,,,,4.0,,
10236658,42571010001,100     ,1,4020,713,0,867,C,glimepiride,ORAL TABLET 1 MG,GLIMEPIRIDE,1 MG TAB 100,,,,,,,,,,,,,1.0,,
10236760,42571010101,100     ,1,6516,672,0,1388,C,glimepiride,ORAL TABLET 2 MG,GLIMEPIRIDE,2 MG TAB 100,,,,,,,,,,,,,2.0,,
10236770,72578008201,15      ,1,39880,1137,0,5446,C,acyclovir,TOPICAL OINT. (G) 5,ACYCLOVIR,5% ONT 15 GM,5.0,,,,,,,,,,,,15000.0,,
10236771,72578008206,30      ,1,79759,2382,0,9000,C,acyclovir,TOPICAL OINT. (G) 5,ACYCLOVIR,5% ONT 30 GM,5.0,,,,,,,,,,,,30000.0,,
10236781,80681005700,100     ,1,193,112,168,161,C,niacin,ORAL TABLET 100 MG,NIACIN,100 MG TAB 100,,,,,,,,,,,,,100.0,,
10060896,00781261301,100     ,1,4341,904,0,1782,C,amoxicillin,ORAL CAPSULE 500 M,AMOXICILLIN,500 MG CAP 100,,,,,,,,,,,,,500.0,,
10236811,00990790109,12X1000 ,1,10483,1598,0,9216,C,potassium chloride/,D5-0.2%NaCl,POTAS-D,5-NACL 20MEQ-0.225% BAG,0.225,,,,20.0,,,,,,,,,,
10236812,00990790309,12X1000 ,1,10440,1518,0,9180,C,potassium chloride/,D5-0.45NaCl,POTASS-D,5-NACL 30MEQ-0.45% BAG,0.45,,,,30.0,,,,,,,,,,
10236813,00990771502,24X250  ,1,63648,23600,0,53040,C,mannitol,INTRAVEN IV SOLN 20 %,MANNITOL IV,20% BAG 24X250 ML,20.0,,,,,,,,,,,,,250.0,
10236814,00990798509,12X1000 ,1,90720,4356,0,6636,C,sodium chloride 0.45 %,INTRAVE,SODIUM CHLORIDE,0.45% BAG 12X1,0.45,,,,,,,,,,,,,,
10236843,69918070010,10X10   ,1,12480,9603,0,10400,N,succinylcholine chloride,INJEC,SUCCINYLCHOLINE CHL,200 MG MDV,,,,,,,,,,,,,200.0,,
10236846,49702025537,60      ,1,51143,41128,0,42619,N,dolutegravir sodium,ORAL TAB S,TIVICAY PD,5 MG TAB 60,,,,,,,,,,,,,5.0,,
10236765,69639010501,20      ,1,81982,63079,0,68318,N,fosnetupitant/palonosetron,INT,AKYNZEO,235/0.25 MG SDV 20 ML,,,,,,,,,,,,,0.25,20.0,
10236816,08021418017,10X100  ,1,0,1888,0,2177,C,"medical supply, miscellaneous ",,REPLACEMENT CAP B,1000 10X100,,,,,,,,,,,,,,,
10236850,00378416201,100     ,1,68644,52816,0,57203,N,atovaquone/proguanil,HCl ORAL,ATOVAQUONE-PROGUANIL,250-100 M,,,100.0,,,,,,,,,,,,
10236851,60687026756,100X10  ,1,27000,10446,15669,22500,C,diphenhydramine,HCl ORAL LIQUI,DIPHEN HCL ALLERGY,25MG LIQ 10,,,,,,,,,,,,,25.0,,
10236768,71776010005,5       ,1,15002,11544,0,12502,N,fluorometholone acetate,OPHTHA,FLAREX,0.1% O/S 5 ML,0.1,,,,,,,,,,,,,5.0,
10236832,50474050015,2       ,1,74717,57488,0,62264,C,midazolam,NASAL SPRAY 5 MG/SPR,NAYZILAM,5 MG SPY 2,,,,,,,,,,,,,5.0,,
10236786,00904650106,50      ,1,8714,6706,0,7262,N,fluconazole,ORAL TABLET 200 MG,FLUCONAZOLE,200 MG TAB 50 UD,,,,,,,,,,,,,200.0,,
10236787,70700017022,5       ,1,3607,2776,0,3006,N,irinotecan,HCl INTRAVEN VIAL 1,IRINOTECAN HCL,100 MG SDV 5 ML,,,,,,,,,,,,,100.0,5.0,
10236864,68682081305,5       ,1,1320,1016,0,1100,N,timolol maleate,OPHTHALMIC DRO,TIMOLOL MALEATE,0.5% O/S 5 ML,0.5,,,,,,,,,,,,,5.0,
10236865,62332050606,6       ,1,10405,3689,0,3995,N,azelastine,HCl OPHTHALMIC DROP,AZELASTINE HCL,0.05% O/S 6 ML,0.05,,,,,,,,,,,,,6.0,
10236880,35573043030,30      ,1,139349,15372,0,18690,C,abacavir sulfate/lamivudine,OR,ABACAVIR-LAMIVUDINE,600-300 MG,,,,,,,,,,,,,300.0,,
10236774,43900076469,24X250  ,24,25752,20364,1273,21445,C,nutritional supplement/fiber,O,COMPLEAT PEDIATRIC PEPTIDE,24X,,,,,,,,,,,,,,,
10236789,46122065936,8.5     ,1,269,134,201,121,N,chlorhexidine gluconate,TOPICA,GNP ANTIBACTERIAL ADVNCD HAND ,,,,,,,,,,,,,,,,
10236910,43900040722,24X250  ,24,25032,19793,1237,20844,C,nutritional supplement/fiber,O,COMPLEAT PEPTIDE,1.5CAL TUBE L,,,,,,,,,,1.5,,,,,
10236872,68382054606,30      ,1,45840,3810,0,4126,N,memantine,HCl ORAL CAP SPR 24,MEMANTINE HCL,7 MG ER CAP 30,,,,,,,,,,,,,7.0,,
10236866,20555003300,100     ,1,469,321,482,391,C,cholecalciferol (vitamin,D3) O,VITAMIN D,3 25 MCG TAB 100 (10X,,25.0,,,,,,,,,,,,,
10236868,20555002700,1000    ,1,1379,945,1418,1149,C,multivitamin with folic acid,O,TAB-A-VITE MULTIVITAMIN TAB,10,,,,,,,,,,,,,,,
10236913,52817027010,100     ,1,22530,5309,0,5750,N,bisoprolol fumarate,ORAL TABLE,BISOPROLOL FUMARATE,5 MG TAB 1,,,,,,,,,,,,,5.0,,
10236945,00002822827,2X3     ,1,50918,34476,0,42432,C,insulin lispro-aabc,SUBCUT INS,LYUMJEV KWIKPEN,200 UN/ML PFP,,,,,,200.0,,,,,,,,,
10236946,11534019001,100     ,1,17140,7995,0,8659,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAMINE MXD SALTS,5,,,,,,,,,,,,,,,
10236949,00002820705,5X3     ,1,63648,43095,0,53040,C,insulin lispro-aabc,SUBCUT INS,LYUMJEV KWIKPEN,100 UN/ML PFP,,,,,,100.0,,,,,,,,,
10236951,80681004001,90      ,1,335,241,362,279,C,melatonin,ORAL TABLET 5 MG,MELATONIN,5 MG TAB 90,,,,,,,,,,,,,5.0,,
10236952,80681006400,1000    ,1,2671,1880,2820,2226,C,multivitamin with folic acid,O,THEREMS MULTIVITAMIN TAB,1000,,,,,,,,,,,,,,,
10236954,00002772801,10      ,1,32964,22320,0,27470,C,insulin lispro-aabc,SUBCUT VIA,LYUMJEV,100 UN/ML MDV 10 ML,,,,,,100.0,,,,,,,,10.0,
10236912,11534019401,100     ,1,17140,7995,0,8659,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAMINE MXD SLTS,15,,,,,,,,,,,,,,,
10236950,11534019501,100     ,1,17140,7995,0,8659,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAMINE MXD SLTS,20,,,,,,,,,,,,,,,
10236943,11534019301,100     ,1,17140,7995,0,8659,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAMIN MXD SLTS,12.5,,,,,,,,,,,,,,,
10236921,52817081615,15      ,1,4800,1361,0,2800,C,acetic acid,OTIC (EAR) SOLUTIO,ACETIC ACID,2% OTIC SOL 15 ML,2.0,,,,,,,,,,,,,15.0,
10236922,52817027110,100     ,1,22530,5309,0,5750,N,bisoprolol fumarate,ORAL TABLE,BISOPROLOL FUMARATE,10 MG TAB,,,,,,,,,,,,,10.0,,
10236960,51228000005,0.17    ,1,828,759,1139,690,N,cholecalciferol (vitamin,D3) O,DDROPS VIT D,1000IU 180 DROP 0,,,,1000.0,,,,,,,,,,,
10236961,64679083001,30      ,1,50276,29250,0,29250,C,bupropion,HCl ORAL TAB ER 24H,BUPROPION HCL XL,450MG ER TAB,,,,,,,,,,,,,450.0,,
10236962,60429011201,100     ,1,660,204,0,220,N,metformin,HCl ORAL TABLET 850,METFORMIN HCL,850 MG TAB 100,,,,,,,,,,,,,850.0,,
10236884,16729032117,1000    ,1,687355,7016,0,13822,C,olmesartan medoxomil,ORAL TABL,OLMESARTAN MEDOXOMIL,20 MG TAB,,,,,,,,,,,,,20.0,,
10236885,16729032217,1000    ,1,954808,13480,0,19200,C,olmesartan medoxomil,ORAL TABL,OLMESARTAN MEDOXOMIL,40 MG TAB,,,,,,,,,,,,,40.0,,
10236933,60429011301,100     ,1,750,231,0,250,N,metformin,HCl ORAL TABLET 1000,METFORMIN HCL,1000 MG TAB 100,,,,,,,,,,,,,1000.0,,
10236778,66993008398,        ,1,21471,16553,0,17928,N,sumatriptan succinate,SUBCUT P,SUMATIRPTAN,4 MG SYG KIT 2X0.5,,,,,,,,,,,,,4.0,,
10236779,66993008498,        ,1,21471,16553,0,17928,N,sumatriptan succinate,SUBCUT P,SUMATRIPTAN,6 MG SYG KIT 2X0.5,,,,,,,,,,,,,6.0,,
10236970,66993008479,2X0.5   ,1,18460,14136,0,15310,N,sumatriptan succinate,SUBCUT C,SUMATRIPTAN,6 MG SYG CARTRIDGE,,,,,,,,,,,,,6.0,,
10236971,66993008269,6       ,1,36901,27257,0,29521,N,sumatriptan,NASAL SPRAY 20 MG,SUMATRIPTAN,20 MG NAS SPY 6,,,,,,,,,,,,,20.0,,
10236958,00904703807,30      ,1,46860,36055,0,39050,N,clomipramine,HCl ORAL CAPSULE,CLOMIPRAMINE HCL,25 MG CAP 30,,,,,,,,,,,,,25.0,,
10236964,00904703907,30      ,1,54868,42217,0,45723,N,clomipramine,HCl ORAL CAPSULE,CLOMIPRAMINE HCL,50 MG CAP 30,,,,,,,,,,,,,50.0,,
10236981,68382054906,30      ,1,45840,3810,0,4126,N,memantine,HCl ORAL CAP SPR 24,MEMANTINE HCL,28 MG ER CAP 30,,,,,,,,,,,,,28.0,,
10236937,68382054706,30      ,1,45840,3810,0,4126,N,memantine,HCl ORAL CAP SPR 24,MEMANTINE HCL,14MG ER CAP 30,,,,,,,,,,,,,14.0,,
10060949,68084032821,30      ,1,21388,6094,0,8769,C,fenofibrate,ORAL TABLET 160 MG,FENOFIBRATE,160 MG TAB 30 UD A,,,,,,,,,,,,,160.0,,
10236894,69618005051,1       ,1,238,218,327,198,N,oxymetazoline,HCl NASAL MIST 0,NASAL DECONGESTANT,12 HR SPRAY,,,,,,,12.0,,,,,,,,
10236991,55513013760,60      ,1,552058,443947,0,460048,N,apremilast,ORAL TABLET 30 MG,OTEZLA,30 MG TAB 60,,,,,,,,,,,,,30.0,,
10236857,57896086406,60      ,1,295,118,177,118,N,melatonin,ORAL TABLET 3 MG,MELATONIN,3MG TAB 60CT GERI,,,,,,,,,,,,,3.0,,
10236858,55513036955,55      ,1,552058,443947,0,460048,N,apremilast,ORAL TAB DS PK 10-2,OTEZLA,28 DAY STARTER PACK TAB,,,,,,,,,,,,,,,
10060953,24208071510,10      ,1,6325,4279,0,5271,C,prednisolone sodium phosphate ,,PREDNISOL SOD,1 % OPHT SOL 10,1.0,,,,,,,,,,,,,,
10237000,68682092005,5       ,1,3600,2242,0,3000,C,tetracaine,HCl OPHTHALMIC DROP,TETRACAINE HCL,0.5% O/S 5 ML,0.5,,,,,,,,,,,,,5.0,
10236904,39328015705,100X5   ,1,36900,16625,24938,26900,C,ferrous sulfate,ORAL LIQUID 30,FERROUS SULFATE,300 MG SOL 100,,,,,,,,,,,,,300.0,,
10236966,38779067303,5       ,1,54207,3870,0,3870,N,morphine sulfate,MISCELL POWDE,MORPHINE SULFATE USP PWD,5 GM,,,,,,,,,,,,,5000.0,,
10236968,66993008379,1       ,1,10168,15679,0,16981,N,sumatriptan succinate,SUBCUT C,SUMATRIPTAN,4 MG SYG CARTRIDGE,,,,,,,,,,,,,4.0,,
10236969,66993008169,6       ,1,36901,27257,0,29521,N,sumatriptan,NASAL SPRAY 5 MG,SUMATRIPTAN,5 MG NAS SPY 6,,,,,,,,,,,,,5.0,,
10236938,64980052810,1000    ,1,1336,1176,1764,1176,N,sodium bicarbonate,ORAL TABLET,SODIUM BICARBONATE,650 MG TAB,,,,,,,,,,,,,650.0,,
10236975,16729044215,90      ,1,827673,6659,0,11700,C,cinacalcet,HCl ORAL TABLET 90,CINACALCET,90 MG TAB 90,,,,,,,,,,,,,90.0,,
10236976,16729044015,90      ,1,275892,2698,0,4500,C,cinacalcet,HCl ORAL TABLET 30,CINACALCET,30 MG TAB 90,,,,,,,,,,,,,30.0,,
10236977,16729044115,90      ,1,551784,3772,0,8100,C,cinacalcet,HCl ORAL TABLET 60,CINACALCET,60 MG TAB 90,,,,,,,,,,,,,60.0,,
10236926,00121089250,50X4    ,1,43200,13879,0,24484,C,phenytoin,ORAL ORAL SUSP 100 M,PHENYTOIN,100 MG ORAL SUS 50X4,,,,,,,,,,,,,100.0,,
10237001,72611074010,10X5    ,1,1176,905,0,980,N,metoprolol tartrate,INTRAVEN V,METOPROLOL TARTRATE,5 MG SDV 1,,,,,,,,,,,,,5.0,,
10237002,24470092060,60      ,1,68069,38923,0,47323,C,desonide,TOPICAL GEL (GRAM) 0.,DESONIDE,0.05% GEL 60 GM,0.05,,,,,,,,,,,,60000.0,,
10060956,60505081301,2.5     ,1,9632,5208,0,5640,N,butorphanol tartrate,NASAL SPR,BUTORPHANOL TARTRATE,10 MG-ML,,,,,,,,,,,,,10.0,,
10237020,00641620410,10X0.5  ,1,7200,1201,0,6000,C,"heparin sodium,porcine/",PF SUBC,HEPARIN SOD,5000 UN PFS 10X0.5,,,,,,5000.0,,,,,,,,,
10237021,60687053501,100     ,1,17700,10528,0,14750,C,bumetanide,ORAL TABLET 2 MG,BUMETANIDE,2 MG TAB 100 (10X10,,,,,,,,,,,,,2.0,,
10237022,60687038401,100     ,1,12975,6663,0,10813,C,bumetanide,ORAL TABLET 1 MG,BUMETANIDE,1 MG TAB 100 (10X10,,,,,,,,,,,,,1.0,,
10236984,60687055501,100     ,1,7080,3126,0,5900,C,clonazepam,ORAL TABLET 1 MG,CLONAZEPAM,1 MG TAB 100 (10X10,,,,,,,,,,,,,1.0,,
10237003,60687054401,100     ,1,7080,3126,0,5900,C,clonazepam,ORAL TABLET 0.5 MG,CLONAZEPAM,0.5 MG TAB 100 (10X,,,,,,,,,,,,,0.5,,
10236928,80681016900,100     ,1,203,108,162,169,C,cholecalciferol (vitamin,D3) O,VITAMIN D,3 25 MCG TAB 100,,25.0,,,,,,,,,,,,,
10237004,50268050515,50      ,1,3150,1094,0,1691,C,losartan potassium,ORAL TABLET,LOSARTAN POT,50 MG TAB 50 (5X1,,,,,,,,,,,,,50.0,,
10237005,50268050415,50      ,1,2993,1103,0,1706,C,losartan potassium,ORAL TABLET,LOSARTAN POT,25 MG TAB 50 (5X1,,,,,,,,,,,,,25.0,,
10237006,50268050615,50      ,1,3825,1677,0,3053,C,losartan potassium,ORAL TABLET,LOSARTAN POT,100 MG TAB 50 (5X,,,,,,,,,,,,,100.0,,
10237007,80681009600,369     ,1,756,693,1040,693,N,psyllium husk (with sugar),ORA,REGULOID ORANGE PWD,369 GM,,,,,,,,,,,,,369000.0,,
10237015,68084086201,100     ,1,10920,4200,0,9100,C,doxazosin mesylate,ORAL TABLET,DOXAZOSIN,4 MG TAB 100 (10X10),,,,,,,,,,,,,4.0,,
10237016,72647033001,100     ,1,7968750,2970718,0,3217500,N,pyrimethamine,ORAL TABLET 25 M,PYRIMETHAMINE,25 MG TAB 100,,,,,,,,,,,,,25.0,,
10237017,68084083601,100     ,1,10920,3901,0,9100,C,doxazosin mesylate,ORAL TABLET,DOXAZOSIN,1 MG TAB 100 (10X10),,,,,,,,,,,,,1.0,,
10237018,68084085101,100     ,1,10920,3971,0,9100,C,doxazosin mesylate,ORAL TABLET,DOXAZOSIN,2 MG TAB 100 (10X10),,,,,,,,,,,,,2.0,,
10060968,00168029315,15      ,1,16634,3308,0,3582,N,clobetasol propionate,TOPICAL,CLOBETASOL PROP,0.05% GEL 15 G,0.05,,,,,,,,,,,,15000.0,,
10237019,42291007745,45      ,1,41520,768,0,831,N,clobetasol propionate,TOPICAL,CLOBETASOL PROPIONATE,0.05% ON,0.05,,,,,,,,,,,,,,
10237066,42291007730,30      ,1,25975,438,0,474,N,clobetasol propionate,TOPICAL,CLOBETASOL PROPIONATE,0.05% ON,0.05,,,,,,,,,,,,,,
10237067,42291007760,60      ,1,51950,800,0,866,N,clobetasol propionate,TOPICAL,CLOBETASOL PROPIONATE,0.05% ON,0.05,,,,,,,,,,,,,,
10237071,42291007715,15      ,1,15545,241,0,261,N,clobetasol propionate,TOPICAL,CLOBETASOL PROPIONATE,0.05% ON,0.05,,,,,,,,,,,,,,
10237031,63323091513,25      ,1,50280,15673,0,41900,C,"heparin sodium,porcine",INJECTI,HEPARIN SOD,20000 UN-ML VL 25,,,,,,20000.0,,,,,,,,,
10237032,72485010501,2       ,1,2400,1847,0,2000,N,nitroprusside sodium,INTRAVEN,SODIUM NITROPRUSSIDE,50MG SDV,,,,,,,,,,,,,50.0,,
10060975,51660052605,500     ,1,9600,2475,3713,2475,N,loratadine,ORAL TABLET 10 MG,LORATADINE,10MG TABLET 500CT O,,,,,,,,,,,,,10.0,,
10237080,55513067001,        ,1,60000,47285,0,50000,C,infliximab-axxq,INTRAVEN VIAL,AVSOLA,100 MG SDV,,,,,,,,,,,,,100.0,,
10237090,69618006501,100     ,1,240,220,330,200,N,sennosides/docusate sodium,ORA,SENNA PLUS,8.6MG/DOC SOD 50MG,,,,,,,,,,,,,8.6,,
10237024,63824074416,16      ,1,293,269,404,244,N,dextromethorphan/benzocaine,OR,CEPACOL ES LOZ SORE THRT/CGH B,,,,,,,,,,,,,,,,
10060977,00168029330,30      ,1,27794,5992,0,6489,N,clobetasol propionate,TOPICAL,CLOBETASOL PROP,0.05% GEL 30 G,0.05,,,,,,,,,,,,30000.0,,
10237110,16729024331,4       ,1,51925,2193,0,14000,C,topotecan,HCl INTRAVEN VIAL 4,TOPOTECAN,4 MG MDV 4 ML,,,,,,,,,,,,,4.0,4.0,
10237035,43547028850,500     ,1,84500,11542,0,12500,N,bupropion,HCl ORAL TAB SR 12H,BUPROPION HCL,100 MG ER TAB 50,,,,,,,,,,,,,100.0,,
10237056,43598048772,72      ,1,3323,1775,2663,2769,C,nicotine polacrilex,BUCCAL LOZ,NICOTINE POLACRILEX MINT,4 MG,,,,,,,,,,,,,4.0,,
10237057,43598048672,72      ,1,3323,3046,4569,3046,N,nicotine polacrilex,BUCCAL LOZ,NICOTINE POLACRILEX MINT,2 MG,,,,,,,,,,,,,2.0,,
10237058,66794022841,10X5    ,1,5760,4432,0,4800,N,rocuronium bromide,INTRAVEN VI,ROCURONIUM BROM,50 MG MDV 10X5,,,,,,,,,,,,,50.0,,
10237059,66794022941,10X10   ,1,8880,6833,0,7400,N,rocuronium bromide,INTRAVEN VI,ROCURONIUM BROMIDE,100 MG MDV,,,,,,,,,,,,,100.0,,
10060982,60505015900,100     ,1,34184,676,0,3750,C,sotalol,HCl ORAL TABLET 120 MG,SOTALOL HCL,120 MG TAB 100,,,,,,,,,,,,,120.0,,
10237124,35573043330,30      ,1,11369,2912,0,3153,N,ketoconazole,ORAL TABLET 200 M,KETOCONAZOLE,200 MG TAB 30,,,,,,,,,,,,,200.0,,
10237127,35573043302,100     ,1,37897,9704,0,10510,N,ketoconazole,ORAL TABLET 200 M,KETOCONAZOLE,200 MG TAB 100,,,,,,,,,,,,,200.0,,
10236998,29300024605,500     ,1,99517,1825,0,4362,C,buspirone,HCl ORAL TABLET 15 M,BUSPIRONE HCL,15 MG TAB 500,,,,,,,,,,,,,15.0,,
10060987,68084031801,100     ,1,2230,1316,0,1858,C,lamotrigine,ORAL TABLET 25 MG,LAMOTRIGINE,25 MG TAB 100 UD A,,,,,,,,,,,,,25.0,,
10237101,29300024405,500     ,1,37400,828,0,2426,C,buspirone,HCl ORAL TABLET 5 MG,BUSPIRONE HCL,5 MG TAB 500,,,,,,,,,,,,,5.0,,
10237102,29300024601,100     ,1,20192,379,0,877,C,buspirone,HCl ORAL TABLET 15 M,BUSPIRONE HCL,15 MG TAB 100,,,,,,,,,,,,,15.0,,
10237103,51862094601,100     ,1,14668,2456,0,2660,N,nortriptyline,HCl ORAL CAPSULE,NORTRIPTYLINE HCL,25 MG CAP 10,,,,,,,,,,,,,25.0,,
